Grupo,Familia,Genero,Nombre_cientifico_del_taxon,Categoria_taxonomica,Endemismo_para_Colombia,Nativa_para_Colombia,Estado_de_amenaza,Distribucion,Especimen_representativo,Kind,SortScore,MatchType,EditDistance,ScientificName,MatchedName,MatchedCanonical,TaxonId,CurrentName,Synonym,DataSourceId,DataSourceTitle,ClassificationPath,Error
Angiospermas,Asteraceae,Ageratina,Ageratina latipes (Benth.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Mahecha, G.  (UDBC) 1972",BestMatch,9.42329,Exact,0,Ageratina latipes (Benth.) R.M.King & H.Rob.,Ageratina latipes (Benth.) R.M.King & H.Rob.,Ageratina latipes,5TS8F,Ageratina latipes (Benth.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina latipes,
Angiospermas,Asteraceae,Ageratina,Ageratina popayanensis (Hieron.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Betancur, J. 6964 (COL) 1997",BestMatch,9.42329,Exact,0,Ageratina popayanensis (Hieron.) R.M.King & H.Rob.,Ageratina popayanensis (Hieron.) R.M.King & H.Rob.,Ageratina popayanensis,5TS8P,Ageratina popayanensis (Hieron.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina popayanensis,
Angiospermas,Asteraceae,Ageratina,Ageratina pseudochilca (Benth.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Muñoz, José A. 801 (JBB) 2017",BestMatch,9.42329,Exact,0,Ageratina pseudochilca (Benth.) R.M.King & H.Rob.,Ageratina pseudochilca (Benth.) R.M.King & H.Rob.,Ageratina pseudochilca,5TS8Q,Ageratina pseudochilca (Benth.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina pseudochilca,
Angiospermas,Asteraceae,Ageratina,Ageratina psilodora (B.L.Rob.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Varón, N. 1 (COL) 1984",BestMatch,9.42329,Exact,0,Ageratina psilodora (B.L.Rob.) R.M.King & H.Rob.,Ageratina psilodora (B.L.Rob.) R.M.King & H.Rob.,Ageratina psilodora,65RX2,Ageratina psilodora (B.L.Rob.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina psilodora,
Angiospermas,Asteraceae,Ageratina,Ageratina theifolia (Benth.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Cortés-S., S.P. 647 (COL) 1998",BestMatch,9.42329,Exact,0,Ageratina theifolia (Benth.) R.M.King & H.Rob.,Ageratina theifolia (Benth.) R.M.King & H.Rob.,Ageratina theifolia,5TRXF,Ageratina theifolia (Benth.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina theifolia,
Angiospermas,Asteraceae,Ageratina,Ageratina tinifolia (Kunth) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Villa, D. 1 (COL) 2009",BestMatch,9.42329,Exact,0,Ageratina tinifolia (Kunth) R.M.King & H.Rob.,Ageratina tinifolia (Kunth) R.M.King & H.Rob.,Ageratina tinifolia,65S9F,Ageratina tinifolia (Kunth) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina tinifolia,
Angiospermas,Asteraceae,Ageratina,Ageratina vacciniifolia (Benth.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Triana, J.J.  (COL) 1854",BestMatch,9.42329,Exact,0,Ageratina vacciniifolia (Benth.) R.M.King & H.Rob.,Ageratina vacciniifolia (Benth.) R.M.King & H.Rob.,Ageratina vacciniifolia,5TS9L,Ageratina vacciniifolia (Benth.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Oxylobinae|Ageratina|Ageratina vacciniifolia,
Angiospermas,Asteraceae,Ageratum,Ageratum conyzoides L.,especie,0,1,Preocupación menor,Nativa,"Triana, J.J.  (COL) 1854",BestMatch,9.42329,Exact,0,Ageratum conyzoides L.,Ageratum conyzoides L.,Ageratum conyzoides,663XR,Ageratum conyzoides L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Ageratinae|Ageratum|Ageratum conyzoides,
Angiospermas,Asteraceae,Ageratum,Ageratum houstonianum Mill.,especie,0,0,No evaluada,No Nativa,"Fernández-Alonso, J.L. 8256 (COL) 1990",BestMatch,9.42329,Exact,0,Ageratum houstonianum Mill.,Ageratum houstonianum Mill.,Ageratum houstonianum,65RYZ,Ageratum houstonianum Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Ageratinae|Ageratum|Ageratum houstonianum,
Angiospermas,Asteraceae,Alloispermum,Alloispermum caracasanum (Kunth) H.Rob.,especie,0,1,No evaluada,Nativa,Hno. Ismael 11 (COL) 1937,BestMatch,9.42329,Exact,0,Alloispermum caracasanum (Kunth) H.Rob.,Alloispermum caracasanum (Kunth) H.Rob.,Alloispermum caracasanum,BX6Y,Alloispermum caracasanum (Kunth) H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Millerieae|Galinsoginae|Alloispermum|Alloispermum caracasanum,
Angiospermas,Asteraceae,Alloispermum,Alloispermum pachensis (Hieron.) H.Rob.,especie,0,1,No evaluada,Nativa,"Corso-M., A. 19 (COL) 1962",BestMatch,9.42329,Exact,0,Alloispermum pachensis (Hieron.) H.Rob.,Alloispermum pachensis (Hieron.) H.Rob.,Alloispermum pachensis,BX7C,Alloispermum pachensis (Hieron.) H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Millerieae|Galinsoginae|Alloispermum|Alloispermum pachensis,
Angiospermas,Asteraceae,Alloispermum,Alloispermum steyermarkii H.Rob.,especie,0,1,No evaluada,Nativa,"Vargas, C. A. 3269 (B) 2014",BestMatch,9.42329,Exact,0,Alloispermum steyermarkii H.Rob.,Alloispermum steyermarkii H.Rob.,Alloispermum steyermarkii,BX7H,Alloispermum steyermarkii H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Millerieae|Galinsoginae|Alloispermum|Alloispermum steyermarkii,
Angiospermas,Asteraceae,Ambrosia,Ambrosia arborescens Mill.,especie,0,1,No evaluada,Nativa,"Molina, E. 2693 (COL) 1989",BestMatch,9.42329,Exact,0,Ambrosia arborescens Mill.,Ambrosia arborescens Mill.,Ambrosia arborescens,CPND,Ambrosia arborescens Mill.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Heliantheae|Ambrosiinae|Ambrosia|Ambrosia arborescens,
Angiospermas,Asteraceae,Ambrosia,Ambrosia peruviana Willd.,especie,0,1,Preocupación menor,Nativa,"Baptiste, H. 2 (COL) 1962",BestMatch,9.42295,Exact,0,Ambrosia peruviana Willd.,Ambrosia peruviana Willd.,Ambrosia peruviana,CPQ3,Ambrosia cumanensis Kunth,true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Heliantheae|Ambrosiinae|Ambrosia|Ambrosia cumanensis,
Angiospermas,Asteraceae,Aphanactis,Aphanactis cocuyensis Cuatrec.,especie,0,1,No evaluada,Nativa,"Cleef, A.M. 2595 (COL) 1973",BestMatch,9.42329,Exact,0,Aphanactis cocuyensis Cuatrec.,Aphanactis cocuyensis Cuatrec.,Aphanactis cocuyensis,5VMFD,Aphanactis cocuyensis Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Millerieae|Galinsoginae|Aphanactis|Aphanactis cocuyensis,
Angiospermas,Asteraceae,Aphanactis,Aphanactis piloselloides Cuatrec.,especie,0,1,No evaluada,Nativa,"Pedraza, P. 707 (COL) 1999",BestMatch,9.42329,Exact,0,Aphanactis piloselloides Cuatrec.,Aphanactis piloselloides Cuatrec.,Aphanactis piloselloides,67MFH,Aphanactis piloselloides Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Millerieae|Galinsoginae|Aphanactis|Aphanactis piloselloides,
Angiospermas,Asteraceae,Arctium,Arctium lappa L.,especie,0,0,,No,"Marín, César 6592 (HJBB)",BestMatch,9.42329,Exact,0,Arctium lappa L.,Arctium lappa L.,Arctium lappa,67S22,Arctium lappa L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Carduoideae|Cardueae|Arctiinae|Arctium|Arctium lappa,
Angiospermas,Asteraceae,Argyranthemum,Argyranthemum frutescens (L.) Sch.Bip.,especie,0,0,No evaluada,No Nativa,"Muñoz, José A. 238 (JBB) 2015",BestMatch,9.42329,Exact,0,Argyranthemum frutescens (L.) Sch.Bip.,Argyranthemum frutescens (L.) Sch.Bip.,Argyranthemum frutescens,5W35J,Argyranthemum frutescens (L.) Sch.Bip.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Glebionidinae|Argyranthemum|Argyranthemum frutescens,
Angiospermas,Asteraceae,Artemisia,Artemisia absinthium L.,especie,0,0,No evaluada,No Nativa,"Rodríguez, Á. 1259 (JBB) 2015",BestMatch,9.42329,Exact,0,Artemisia absinthium L.,Artemisia absinthium L.,Artemisia absinthium,GVZC,Artemisia absinthium L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia absinthium,
Angiospermas,Asteraceae,Artemisia,Artemisia dracunculus L.,especie,0,0,No evaluada,No Nativa,"Muñoz, J.A. 298 (JBB) 2015",BestMatch,9.42329,Exact,0,Artemisia dracunculus L.,Artemisia dracunculus L.,Artemisia dracunculus,GW9Y,Artemisia dracunculus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia dracunculus,
Angiospermas,Asteraceae,Artemisia,Artemisia vulgaris L.,especie,0,0,No evaluada,No Nativa,"Morales-L, G. 2040 (JBB) 2003",BestMatch,9.42329,Exact,0,Artemisia vulgaris L.,Artemisia vulgaris L.,Artemisia vulgaris,GX3X,Artemisia vulgaris L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Anthemideae|Artemisiinae|Artemisia|Artemisia vulgaris,
Angiospermas,Asteraceae,Asplundianthus,Asplundianthus arcuans (B.L.Rob.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Bernal-González, C.A. 579 (COL) 2000",BestMatch,9.42329,Exact,0,Asplundianthus arcuans (B.L.Rob.) R.M.King & H.Rob.,Asplundianthus arcuans (B.L.Rob.) R.M.King & H.Rob.,Asplundianthus arcuans,HM4P,Asplundianthus arcuans (B.L.Rob.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Critoniinae|Asplundianthus|Asplundianthus arcuans,
Angiospermas,Asteraceae,Asplundianthus,Asplundianthus densus (Benth.) R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Solano, F. 33 (COL) 1962",BestMatch,9.42329,Exact,0,Asplundianthus densus (Benth.) R.M.King & H.Rob.,Asplundianthus densus (Benth.) R.M.King & H.Rob.,Asplundianthus densus,HM4Q,Asplundianthus densus (Benth.) R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Critoniinae|Asplundianthus|Asplundianthus densus,
Angiospermas,Asteraceae,Asplundianthus,Asplundianthus pseudostuebelii R.M.King & H.Rob.,especie,0,1,No evaluada,Nativa,"Triana, J.J.  (COL) 1855",BestMatch,9.42329,Exact,0,Asplundianthus pseudostuebelii R.M.King & H.Rob.,Asplundianthus pseudostuebelii R.M.King & H.Rob.,Asplundianthus pseudostuebelii,HM4S,Asplundianthus pseudostuebelii R.M.King & H.Rob.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Eupatorieae|Critoniinae|Asplundianthus|Asplundianthus pseudostuebelii,
Angiospermas,Asteraceae,Aster,Aster amellus L.,especie,0,0,No evaluada,No Nativa,"Cruz, M.P. 116 (COL) 2006",BestMatch,9.42329,Exact,0,Aster amellus L.,Aster amellus L.,Aster amellus,HPKW,Aster amellus L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Asterinae|Aster|Aster amellus,
Angiospermas,Asteraceae,Baccharis,Baccharis bogotensis Kunth,especie,0,1,No evaluada,Nativa,"Corzo-Gualdrón, A.M. 2 (COL) 2009",BestMatch,9.42329,Exact,0,Baccharis bogotensis Kunth,Baccharis bogotensis Kunth,Baccharis bogotensis,K72Y,Baccharis bogotensis Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis bogotensis,
Angiospermas,Asteraceae,Baccharis,Baccharis boyacensis Cuatrec.,especie,0,1,No evaluada,Nativa,"Cuatrecasas, J. M. (1967)",BestMatch,9.42329,Exact,0,Baccharis boyacensis Cuatrec.,Baccharis boyacensis Cuatrec.,Baccharis boyacensis,K734,Baccharis boyacensis Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis boyacensis,
Angiospermas,Asteraceae,Baccharis,Baccharis breviseta DC.,especie,0,1,No evaluada,Nativa,"Ordóñez-Blanco, Juan C. 1888 (JBB) 2013",BestMatch,9.42329,Exact,0,Baccharis breviseta DC.,Baccharis breviseta DC.,Baccharis breviseta,K73D,Baccharis breviseta DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis breviseta,
Angiospermas,Asteraceae,Baccharis,Baccharis buxifolia (Lam.) Pers.,especie,0,1,No evaluada,Nativa,"Arévalo, L.E. 14 (COL) 1997",BestMatch,9.42329,Exact,0,Baccharis buxifolia (Lam.) Pers.,Baccharis buxifolia (Lam.) Pers.,Baccharis buxifolia,K73K,Baccharis buxifolia (Lam.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis buxifolia,
Angiospermas,Asteraceae,Baccharis,Baccharis caespitosa (Ruiz & Pav.) Pers.,especie,0,1,No evaluada,Nativa,"Londoño-Botero, R., Barrera-Lobatón, S., Franco-Rosselli, M. del P., & Betancur, J. (2001)",BestMatch,9.42329,Exact,0,Baccharis caespitosa (Ruiz & Pav.) Pers.,Baccharis caespitosa (Ruiz & Pav.) Pers.,Baccharis caespitosa,K73M,Baccharis caespitosa (Ruiz & Pav.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis caespitosa,
Angiospermas,Asteraceae,Baccharis,Baccharis latifolia (Ruiz & Pav.) Pers.,especie,0,1,Preocupación menor,Nativa,"Orejuela, A. 1188 (B) 2014",BestMatch,9.42329,Exact,0,Baccharis latifolia (Ruiz & Pav.) Pers.,Baccharis latifolia (Ruiz & Pav.) Pers.,Baccharis latifolia,K7BR,Baccharis latifolia (Ruiz & Pav.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis latifolia,
Angiospermas,Asteraceae,Baccharis,Baccharis lehmannii Klatt,especie,0,1,No evaluada,Nativa,"Zapata, S. 124 (COL) 2003",BestMatch,9.42329,Exact,0,Baccharis lehmannii Klatt,Baccharis lehmannii Klatt,Baccharis lehmannii,K7BV,Baccharis lehmannii Klatt,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis lehmannii,
Angiospermas,Asteraceae,Baccharis,Baccharis linearifolia (Lam.) Pers.,especie,0,1,No evaluada,Nativa,"Goudot, M.J.  (FI, P)",BestMatch,9.42329,Exact,0,Baccharis linearifolia (Lam.) Pers.,Baccharis linearifolia (Lam.) Pers.,Baccharis linearifolia,K7CG,Baccharis linearifolia (Lam.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis linearifolia,
Angiospermas,Asteraceae,Baccharis,Baccharis macrantha Kunth,especie,0,1,No evaluada,Nativa,"Mendoza, H. 17995 (FMB) 2013",BestMatch,9.42329,Exact,0,Baccharis macrantha Kunth,Baccharis macrantha Kunth,Baccharis macrantha,K7D4,Baccharis macrantha Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis macrantha,
Angiospermas,Asteraceae,Baccharis,Baccharis nitida (Ruiz & Pav.) Pers.,especie,0,1,Preocupación menor,Nativa,Hno. Apollinaire 411 (F),BestMatch,9.42329,Exact,0,Baccharis nitida (Ruiz & Pav.) Pers.,Baccharis nitida (Ruiz & Pav.) Pers.,Baccharis nitida,K7FT,Baccharis nitida (Ruiz & Pav.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis nitida,
Angiospermas,Asteraceae,Baccharis,Baccharis oblongifolia (Ruiz & Pav.) Pers.,especie,0,1,No evaluada,Nativa,"Diazgranados, M. 1035 (JBB)",BestMatch,9.42329,Exact,0,Baccharis oblongifolia (Ruiz & Pav.) Pers.,Baccharis oblongifolia (Ruiz & Pav.) Pers.,Baccharis oblongifolia,K7G3,Baccharis oblongifolia (Ruiz & Pav.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis oblongifolia,
Angiospermas,Asteraceae,Baccharis,Baccharis odorata Kunth,especie,0,1,No evaluada,Nativa,"Sánchez-B., M. (1995)",BestMatch,9.42329,Exact,0,Baccharis odorata Kunth,Baccharis odorata Kunth,Baccharis odorata,67YRY,Baccharis odorata Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis odorata,
Angiospermas,Asteraceae,Baccharis,Baccharis prunifolia Kunth,especie,0,1,No evaluada,Nativa,"Corzo-Gualdrón, A.M. 1 (COL) 2008",BestMatch,9.42329,Exact,0,Baccharis prunifolia Kunth,Baccharis prunifolia Kunth,Baccharis prunifolia,K7KP,Baccharis prunifolia Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis prunifolia,
Angiospermas,Asteraceae,Baccharis,Baccharis revoluta Kunth,especie,0,1,No evaluada,Nativa,"Granados-Guzmán, Á. 3 (COL) 2008",BestMatch,9.42329,Exact,0,Baccharis revoluta Kunth,Baccharis revoluta Kunth,Baccharis revoluta,K7MD,Baccharis revoluta Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis revoluta,
Angiospermas,Asteraceae,Baccharis,Baccharis rupicola Kunth,especie,0,1,No evaluada,Nativa,"Jaramillo, J. 19 (COL)",BestMatch,9.42329,Exact,0,Baccharis rupicola Kunth,Baccharis rupicola Kunth,Baccharis rupicola,K7MZ,Baccharis rupicola Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis rupicola,
Angiospermas,Asteraceae,Baccharis,Baccharis salicifolia (Ruiz & Pav.) Pers.,especie,0,1,No evaluada,Nativa,"Montenegro, P. A. (2009)",BestMatch,9.42329,Exact,0,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia (Ruiz & Pav.) Pers.,Baccharis salicifolia,K7N4,Baccharis salicifolia (Ruiz & Pav.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis salicifolia,
Angiospermas,Asteraceae,Baccharis,Baccharis teindalensis Kunth,especie,0,1,No evaluada,Nativa,Hno. Antonio Camilo s.n. (BOG),BestMatch,9.42329,Exact,0,Baccharis teindalensis Kunth,Baccharis teindalensis Kunth,Baccharis teindalensis,K7R7,Baccharis teindalensis Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis teindalensis,
Angiospermas,Asteraceae,Baccharis,Baccharis tricuneata (L.f.) Pers.,especie,0,1,No evaluada,Nativa,"Sánchez, P. 10 (COL) 1999",BestMatch,9.42329,Exact,0,Baccharis tricuneata (L.f.) Pers.,Baccharis tricuneata (L.fil.) Pers.,Baccharis tricuneata,67Z2Z,Baccharis tricuneata (L.fil.) Pers.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis tricuneata,
Angiospermas,Asteraceae,Baccharis,Baccharis trinervis Pers.,especie,0,1,Preocupación menor,Nativa,"Díaz-V., J. 5 (COL) 1946",BestMatch,9.42260,Exact,0,Baccharis trinervis Pers.,Baccharis trinervis Pers.,Baccharis trinervis,6246,Baccharis trinervis Pers.,false,6,GRIN Plant Taxonomy,Asterales|Asteraceae|Asteroideae|Astereae|Baccharis|Baccharis trinervis,
Angiospermas,Asteraceae,Baccharis,Baccharis vacciniifolia Cuatrec.,especie,0,1,No evaluada,Nativa,"Figueroa-C., Y. 814 (COL) 2005",BestMatch,9.42329,Exact,0,Baccharis vacciniifolia Cuatrec.,Baccharis vacciniifolia Cuatrec.,Baccharis vacciniifolia,K7SP,Baccharis vacciniifolia Cuatrec.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Baccharidinae|Baccharis|Baccharis vacciniifolia,
Angiospermas,Asteraceae,Barnadesia,Barnadesia spinosa L.f.,especie,0,1,No evaluada,Nativa,"Solano, F. 42 (COL) 1962",BestMatch,9.42329,Exact,0,Barnadesia spinosa L.f.,Barnadesia spinosa L.fil.,Barnadesia spinosa,KS27,Barnadesia spinosa L.fil.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Barnadesioideae|Barnadesia|Barnadesia spinosa,
Angiospermas,Asteraceae,Bellis,Bellis perennis L.,especie,0,0,No evaluada,No Nativa,"Osorio-Olarte, J., Uribe-Botero, E., & Molina-Prieto, L. F. (1998)",BestMatch,9.42329,Exact,0,Bellis perennis L.,Bellis perennis L.,Bellis perennis,5WH44,Bellis perennis L.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Astereae|Bellidinae|Bellis|Bellis perennis,
Angiospermas,Asteraceae,Belloa,Belloa radians (Benth.) Sagást. & M.O.Dillon,especie,0,1,No evaluada,Si,"Cabrera, Diego 4789 (HJBB)",BestMatch,9.42295,Exact,0,Belloa radians (Benth.) Sagást. & M.O.Dillon,Belloa radians (Benth.) Sagást. & M.O.Dillon,Belloa radians,5WH5B,"Mniodes radians (Benth.) S.E.Freire, Chemisquy, Anderb. & Urtubey",true,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Gnaphalieae|Antennariinae|Mniodes|Mniodes radians,
Angiospermas,Asteraceae,Bidens,Bidens alba (L.) DC.,especie,0,1,No evaluada,Nativa,"Cuatrecasas, J. 5219 (COL) 1939",BestMatch,9.42329,Exact,0,Bidens alba (L.) DC.,Bidens alba (L.) DC.,Bidens alba,LS2R,Bidens alba (L.) DC.,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Coreopsideae|Coreopsidinae|Bidens|Bidens alba,
Angiospermas,Asteraceae,Bidens,Bidens andicola Kunth,especie,0,1,No evaluada,Nativa,"Cuatrecasas, J. 4 (COL) 1938",BestMatch,9.42329,Exact,0,Bidens andicola Kunth,Bidens andicola Kunth,Bidens andicola,LS32,Bidens andicola Kunth,false,1,Catalogue of Life,Eukaryota|Plantae|Pteridobiotina|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Asteroideae|Coreopsideae|Coreopsidinae|Bidens|Bidens andicola,
